P1,P2,P3,P4,P5,P6,P7,P8,P9
0.999999517,0.975408436,0.115239861,0.094608715,0.721860753,0.023227096,-0.032755344,-1.066172838,1.496449212
0.999271476,0.969623393,0.782114517,0.812174433,0.158717796,0.604858784,-0.03184932,0.583599338,-0.054181699
0.998828444,0.871309738,0.290868877,0.31447773,0.713766092,0.654727088,-0.032393291,0.285516419,-0.054167278
0.809369611,0.913733015,0.500696238,0.563105924,0.270213669,0.999991252,-0.034271744,2.164211736,-0.054434554
0.999921201,0.974490933,0.293916667,0.287816304,0.897172449,0.664699342,-0.032725404,0.846892511,-0.054277632
0.999993326,0.995039589,0.850130715,0.836786625,0.139776262,0.938015743,-0.031283388,1.335519272,-0.054252603
0.990664797,0.750821215,0.442389989,0.190430957,0.921181608,0.089166223,-0.032354855,-0.651559303,-0.053315515
0.825635762,0.693625921,0.657947024,0.371917418,0.714252765,0.838223635,-0.018770521,0.168162279,-0.053091203
0.999673964,0.229259216,0.663739307,-0.109842447,0.528487298,0.50917866,-0.031045828,-0.751294933,-0.052477972
0.992805553,0.3976251,0.252695519,-0.213056615,0.688817932,0.432051876,-0.032198466,-0.923113796,-0.050924229
0.99997227,0.984846063,0.620858011,0.540750378,0.650407484,0.369652288,-0.03111155,-0.181573677,-0.053794945
0.983170927,0.723597539,-0.052339856,-0.08750733,-0.041329587,0.522737794,-0.032438329,-0.61494332,-0.053707625
0.999656986,0.966356526,0.322655426,0.235349865,0.641641659,0.995648511,-0.03263692,2.050381958,-0.054361811
0.975991469,0.758232744,0.221905806,-0.125456839,0.76408144,0.875297093,-0.03226025,0.316641165,-0.054194934
0.983340671,0.986197543,0.008416129,0.016931887,0.607791325,0.703043427,-0.031828846,-0.253584727,-0.053725243
0.992617601,0.652948626,0.016306699,0.161398577,0.778147196,-0.023554019,-0.031460969,-0.425384893,-0.053555996
0.999998785,1,0.528855001,0.527533861,0.784217148,0.027278591,-0.032710964,-0.889004333,-0.052038276
0.99997404,0.994909477,0.615740521,0.612975812,-0.095598109,0.055525391,-0.032150129,-1.056888038,-0.001766003
0.999702162,0.793343831,0.774800057,0.472434988,0.205877692,0.897192749,-0.032744691,1.217721834,-0.054315462
0.937443267,0.987116977,0.512351626,0.359337027,0.605994664,0.365381822,-0.032251431,-0.897015018,-0.051546961
0.982638439,0.966452019,0,0,0.371483054,0.989881389,-0.032775937,1.952701507,-0.054360929
0.999995431,0.394504998,0,0,-0.458460582,0.068400199,-0.031696088,-0.943973391,-0.049939153
0.999999554,0.999899035,0.365855658,0.36645774,0.988899501,-0.371052301,-0.032690497,-1.050194562,-0.02742193
0.992352679,1,0.16791423,0.172105092,0.312939946,0.054290868,-0.033739998,-1.001003646,-0.048764142
0.997345165,0.996812566,0.27060918,0.200251458,0.873152982,0.800367814,-0.031731383,-0.293159968,-0.053854349
0.998937023,0.965830017,0.193972207,0.001276248,0.800446717,0.92777021,-0.032414759,1.010127648,-0.054275286
0.984142401,0.999998733,-0.732418095,-0.726631323,0.785232666,0.661034367,-0.033823062,-0.660555918,-0.053558824
0.988902403,0.989486855,0.774194696,0.678719163,0.883339118,0.646195065,-0.032173741,0.697599338,-0.054227352
0.995443605,0.661590769,0.717629483,0.302705972,0.917280412,0.479736556,-0.032454741,0.317994726,-0.054155832
0.999952728,0.977551576,0.928221827,0.930413055,0.717302364,0.949653372,-0.031311421,0.652883605,-0.054152831
0.995221709,0.960615674,0.992045251,0.967362541,0.327307949,-0.025620973,-0.028631781,-0.868216304,-0.049482412
0.996985178,1,0.195975566,0.190590382,0.474494233,0.453263635,-0.032663139,-0.10258109,-0.05405132
1,0.903027968,0.756540356,0.710092828,0.343541368,0.555326791,-0.023152413,-0.88469746,-0.045828573
-0.166308476,0.537868524,0.177640947,0.320768294,0.393300784,0.936062101,0.01120151,1.120954399,-0.054244625
0.266377923,0.830488559,0.246635534,0.091112049,0.677366402,-0.053111701,-0.027988359,-0.944870432,-0.050048737
0.999784827,0.995112907,0.746260603,0.787720937,0.953913071,0.998731747,-0.031918087,1.923842739,-0.054333304
0.680603682,0.998914764,-0.021357676,0.286631163,0.935463798,0.791326114,-0.033465296,-0.929808049,-0.051252577
0.88187083,0.988236362,0.83134803,0.651101879,0.067698657,0.709565627,-0.031758058,0.269396021,-0.054005529
0.605089613,0.842575984,0.729478953,0.235657052,0.39854524,0.721125411,-0.031843961,-0.629268649,-0.053284807
0.247142672,0.031195149,0.260139406,0.261259596,0.58171969,0.979953955,-0.032835981,1.370902827,-0.054447739
0.999993224,0.995980685,0.282090533,0.327802519,0.241464958,0.596934208,-0.032478418,-0.437765204,-0.053764003
0.999939426,0.975682518,0.852443786,0.889055418,0.649541769,0.699253295,-0.029613171,-0.323593841,-0.053418798
0.961673405,0.228164706,0.367078778,-0.076769364,0.134241669,0.377313671,-0.030812173,-0.831352388,-0.051424377
0.999344976,0.962366634,0.712510106,0.766448701,0.935046975,0.865321424,-0.032513551,-0.353550188,-0.05385589
0.911314795,0.888846854,0.169089276,0.416815049,0.737267068,0.299938884,-0.031044589,0.445971489,-0.0541888
0.992803055,0.610588061,0.467222994,0.053855127,0.879758161,0.941892068,-0.032067399,1.372217308,-0.054302533
0.980934409,0.984627522,0.212890702,0.227357441,0.296599715,0.096145619,-0.032606217,-0.769066728,-0.053019927
0.999990633,0.839649212,-0.001579221,-0.204224846,0.976111037,0.54100347,-0.032468116,-0.276598602,-0.053915255
0.990399093,0.782301816,-0.10931265,-0.149521834,0.456011761,0.839953185,-0.033148059,0.671455569,-0.054284987
0.99850774,0.278675947,-0.367144911,0.162203098,0.581258679,0.078381844,-0.032006012,-0.83772892,-0.05212627
0.999997424,0.8760276,0.458949464,0.458269111,0.620419314,-0.10514445,-0.032634868,-0.412312428,-0.053822564
0.999984619,0.949260348,0.239322764,0.275803848,0.981852008,0.704492848,-0.032705603,0.825144544,-0.054273128
0.999628999,0.354146802,0.062605532,-0.439000361,0.980252758,0.234942145,-0.032840145,-1.020790897,-0.045195035
0.938559358,0.986705707,-0.070925829,-0.137813713,0.473415584,0.773391743,-0.029592926,0.584305211,-0.054236077
0.999960508,0.08725313,0.143588962,-0.20330434,0.715970209,0.589760221,-0.032677093,-0.802902939,-0.052828571
0.893381421,0.957815029,-0.213164716,-0.32147757,0.959440607,0.162570161,-0.032424953,-0.53625297,-0.053660463
0.999999999,0.322197983,0,0,-0.098358361,0.828739018,-0.032279865,0.78338205,-0.054241744
0.596160517,0.503281488,0.093297027,-0.250968088,-0.032444,0.231187877,-0.031251516,-0.508905928,-0.053623918
0.986406189,0.526700717,0.679448954,0.093505131,0.789928904,0.737496579,-0.03148522,-0.633219211,-0.053127986
0.999985452,0.990020796,0.527317631,0.595675611,0.872379299,0.75812843,-0.032351169,0.260796981,-0.054143154
1,0.982765993,0.377566823,0.331607086,0.99357056,0.387028575,-0.032689755,-1.029749129,-0.042507974
0.986052852,0.991164177,-0.247775019,-0.337313953,0.166036353,0.99392018,-0.033188464,1.83063863,-0.05436458
0.999997542,0.920735806,-0.338875284,-0.373950402,0.024727659,0.839860036,-0.033333887,-0.357383472,-0.053993101
0.999956464,0.992069263,-0.109940535,-0.095010577,0.715220197,0.659267727,-0.032266544,-0.22528814,-0.053921057
0.878561668,0.923687745,0.832704736,0.481873165,0.519532119,0.298936743,-0.031804575,-0.260856711,-0.053741371
0.988807333,0.981616575,-0.185341962,-0.242158287,0.975199347,-0.223719906,-0.033758986,-1.066023055,0.958523454
0.999859608,0.77798923,-0.139650329,-0.090031608,-0.038232311,1,-0.032541008,2.177948117,-0.054364733
0.644253246,0.899577308,0.550838682,0.105069209,0.697721244,-0.033458065,-0.031521853,-1.041401759,-0.025156085
0.997421161,0.988584571,0.555206557,0.561046206,0.985911407,0.711208876,-0.032026521,-0.53460532,-0.05350274
0.999787863,0.631922704,0.462313392,0.331383242,0.277220359,0.934221781,-0.031986442,0.85688698,-0.054233106
1,0.999745419,-0.350472281,-0.349736056,0.980645637,0.330727824,-0.032707061,-1.038403594,-0.038879401
0.999961701,0.851954391,0.867706597,0.797196206,0.830268677,0.455674019,-0.031625316,-0.793617748,-0.052427132
0.951898871,0.881363066,0.105353689,0.054314155,0.643801857,0.656825513,-0.03167891,1.139091678,-0.054283115
0.999388211,0.87054928,0.252195208,0.122728008,0.710137976,0.786720617,-0.032804151,0.356704333,-0.054206944
0.999982703,1,0.878975481,0.878307981,-0.233162184,0.645661522,-0.006127962,-0.522472455,-0.047874894
0.98355267,0.979900083,-0.026211261,-0.000682378,0.074384525,0.99981183,-0.032370905,2.137204075,-0.054350483
0.974355171,0.874642405,0.965938845,0.741912309,-0.04322013,0.733246606,-0.026960059,0.130537061,-0.053362321
0.983503246,0.551426003,-0.015498484,-0.001130649,0.714088307,0.773147166,-0.032716363,0.022436818,-0.054127353
0.995925052,0.997355453,-0.427889426,-0.437712543,0.829722916,-0.248011039,-0.03261568,-1.065436147,0.395446467
0.482960421,0.999841848,-0.30494672,-0.323371244,0.863524949,-0.331553132,-0.0337363,-1.017522482,-0.045604149
0.989194206,0.588943829,-0.038332554,0.320084395,0.874948592,0.504385756,-0.031825594,-0.226911564,-0.053872703
0.923253081,0.07838337,0.433580298,-0.471483946,0.948581843,0.352387628,-0.031178611,-0.190175827,-0.053831361
0.997065943,0.999930447,0,0,0.927233553,0.628616985,-0.034248127,-1.052592922,-0.026905441
0.999973171,0.998934243,-0.653102716,-0.651537283,0.974271431,0.74380751,-0.032652382,0.119660888,-0.05412919
0.985956382,0.999050187,0.235023286,0.196277992,0.764538059,0.987101696,-0.030763601,1.307684659,-0.054236538
0.990285918,0.973359293,-0.260236262,-0.218725885,0.858532497,0.91605989,-0.031525788,0.481672054,-0.054258551
0.708776045,0.99975915,-0.314027037,0.193558295,0.739550179,0.489765674,-0.033117463,-0.773389539,-0.05300813
1,0.724879442,0.686809016,0.581030121,0.407281342,0.710795789,-0.030860267,-0.446554579,-0.053444044
0.976338893,0.454622955,0.323074804,0.253167663,0.325409257,0.847179599,-0.032431483,-0.127809334,-0.053982802
0.784137109,0.605739262,0.617509716,0.759004166,0.167165236,0.989076749,-0.032889903,1.969028894,-0.05435381
0.99996073,0.892769513,-0.332194812,-0.29548089,0.735785829,-0.475183286,-0.032859184,-1.065031346,0.241632847
0.999993738,0.999541945,0.503419075,0.516885986,0.252931138,0.988759155,-0.032695383,1.872808148,-0.054356527
0.633806349,0.971727824,-0.633450196,-0.240335708,0.73414591,0.633266615,-0.03242351,-0.929175879,-0.051138524
0.969031895,0.519339011,-0.286831188,-0.32090478,0.223874727,0.545751953,-0.031309741,-0.851316263,-0.051730358
0.998604602,0.999276768,-0.541567858,-0.588257084,0.45740586,0.325114621,-0.03269448,-0.554897553,-0.053641077
0.999955385,0.543010647,0.006852279,0.808604289,0.745495164,0.030911756,-0.032782675,-0.501838021,-0.053738562
0.999999728,0.985049478,-0.818128394,-0.83915785,0.943766653,0.589556156,-0.032755954,-0.969197105,-0.050059139
0.962179444,0.272016498,0.565932375,0.407229515,0.37795005,0.856963839,-0.033327529,1.293755271,-0.054339649
0.999961792,0.937605123,0.025040979,-0.037688284,0.894662506,0.947988193,-0.031901019,0.833436188,-0.054222881
0.982143497,0.985327835,0.754497228,0.741973347,0.754179692,0.633892764,-0.031220625,0.588900504,-0.054126848
0.847756261,0.764928041,0.575289033,0.257433335,0.638803757,0.62239084,-0.031887175,-0.894214619,-0.051192024
0.983083374,1,-0.417261146,-0.348643455,0.007628427,0.013885659,-0.034128872,-0.977303768,-0.050601769
0.997915587,0.857171422,0.701383716,0.415004492,0.87328317,0.188769241,-0.030432323,-0.981073588,-0.046280598
0.935133566,0.665209912,0.036516634,-0.146060873,0.443135313,0.126682036,-0.032063353,-1.012576003,-0.043585028
0.984467118,0.612776924,0.717135387,0.484082988,0.217011244,0.392866786,-0.032523409,-0.295008735,-0.053884582
1,0.878628941,0.260830281,0.55803293,0.933421954,0.78598725,-0.032486551,0.59334034,-0.054226307
0.999573998,0.864874379,0.60541843,0.358567747,0.877692879,0.93528623,-0.032435089,0.746869505,-0.054245038
0.996778073,0.91172412,0.695309489,0.639591604,0.766399422,0.969018823,-0.032134925,0.963988541,-0.054257441
0.999999933,0.996008852,-0.241815229,-0.215447924,0.556760945,-0.138491348,-0.032700879,-0.971751846,-0.049869797
0.96610041,0.874224438,0.639502305,0.702195477,0.503912067,0.531504091,-0.032361163,-0.941399123,-0.050365984
0.541801627,0.452112139,-0.041373692,-0.177596621,-0.447619741,0.309891755,-0.029341259,-0.380279633,-0.053856064
0.999903132,0.816859135,0.375782014,0.263771028,0.692647444,0.985075077,-0.032333227,1.800037181,-0.054335739
0.998189703,0.974178562,0,0,0.978070958,0.13997578,-0.033279487,-1.048799984,-0.030465633
0.999999997,0.977695626,0.397525652,0.511850878,0.600568049,0.717620971,-0.033773244,-0.345241019,-0.054074698
0.991855307,0.088537902,0.025227923,0.006914997,0.215720663,0.245888394,-0.029066596,-0.512046402,-0.052923731
0.999882747,0.99991485,0.844471956,0.844887746,0.068402475,0.413633134,-0.032223418,-0.098968035,-0.053991222
0.999120642,0.991870799,-0.17091211,-0.157497241,0.911380502,0.04300147,-0.03266807,-0.951058665,-0.050679571
0.999982081,0.99104905,-0.180467985,-0.23072753,0.769571272,0.517898182,-0.032513494,0.364729069,-0.054183662
0.998545546,0.995020778,0.018145317,0.039195333,0.900167353,-0.330617371,-0.032757186,-1.039389624,-0.038611183
0.999994935,0.999953828,-0.490449508,-0.488643649,0.94886862,0.735602485,-0.032881459,-0.29142597,-0.053966705
0.99995139,0.999996719,0.641004867,0.643521707,0.996746606,0.997650328,-0.032702421,1.650091884,-0.054344076
0.962046584,0.999528003,-0.137981051,-0.097204714,0.793772942,-0.086453832,-0.033180442,-0.896421793,-0.052036899
0.999976003,0.958136305,-0.513888175,-0.59445674,0.866722839,0.715753246,-0.032761006,0.524672031,-0.054234496
0.997164823,0.998755564,0.417520257,0.457633377,0.999490039,0.214035597,-0.032205223,-1.035887884,-0.038519755
0.973988885,0.993378469,0.436919486,0.292413503,0.565896962,0.70413307,-0.031953806,-0.329176082,-0.053804532
0.998122776,0.98382938,-0.409481445,-0.504949435,0.761843079,0.975266666,-0.032553432,1.367230144,-0.054314716
0.334820934,0.989921979,0.936867949,0.414746067,0.779546264,0.255999844,-0.030683121,0.329636214,-0.05412581
0.995813385,0.827854128,0.159099195,0.458682027,0.987769277,0.995210527,-0.032056436,1.975558088,-0.054350243
0.999989227,0.886801664,0.11955768,-0.053116625,0.962056251,0.893001782,-0.032599001,-0.19301282,-0.053987042
0.840603795,0.957601123,0.611358284,0.662813368,0.199774334,0.573174791,-0.024156243,1.025809608,-0.054255341
0.997953121,0.999393607,0,0,0.870849306,0.799033794,-0.03305086,-0.653242761,-0.05348988
0.995291166,0.967803383,0,0,0.978902529,0.004937017,-0.033210382,-1.033118329,-0.041882928
0.99928059,0.931303946,0.136701539,0.239059313,0.931049622,0.852441456,-0.032607223,1.132687488,-0.054300029
0.992898071,0.997390242,0.037864141,0.094693994,0.74300608,0.341214603,-0.03364858,-0.963365189,-0.050408474
1,0.937775031,0.518851239,0.498893025,-0.4800747,0.0784385,-0.031208568,-1.064083605,0.205998283
0.999881585,0.723906652,0.823784472,0.502560161,0.202166384,0.951217753,-0.032419001,1.437748432,-0.054315343
1,0.991029819,-0.379636688,-0.360842291,0.963859446,0.072049824,-0.032761008,-0.855362872,-0.052460282
0.999923154,0.9969041,0.196504453,0.206710176,0.760619963,0.829133648,-0.032380787,-0.579478597,-0.053520046
0.997679103,0.753711207,0.436188309,0.621064576,0.23128499,0.527565675,-0.031700691,1.334138289,-0.054272162
1,0.833811108,-0.091348393,0.128108137,0.196290277,-0.066421597,-0.032762883,-0.96457941,-0.050269044
0.999749403,0.713439844,-0.063265468,0.081780924,0.997970168,0.35309615,-0.032541906,-1.046841528,-0.031033697
0.999488302,0.97672563,0.639327376,0.564909334,0.34309221,0.039229258,-0.030599632,-0.788104362,-0.051976949
0.990196162,0.72164364,-0.257921569,-0.418471789,0.446427604,0.229080898,-0.032621335,-0.740665878,-0.05307021
0.999646262,0.932516379,-0.017852702,0.01215122,0.815231229,0.901081847,-0.032920913,1.742658524,-0.054356638
0.829888608,0.713219304,0.87241621,0.280764538,0.27278318,0.836009468,-0.03007735,0.405615593,-0.05391509
0.999524931,0.965947736,0.371914661,0.461296507,0.379552486,0.965032308,-0.03256863,0.505669351,-0.054213909
0.99829737,0.627012386,0.55227852,0.454473985,0.339598864,0.97262686,-0.03404451,1.306990803,-0.054384464
1,0.449359567,0.968205245,0.523370392,0.256077723,0.869985899,-0.028723249,0.936496905,-0.054050306
0.999714846,0.996291606,0.882861288,0.886912114,-0.103605893,0.448893983,-0.032763451,0.007011184,-0.054101014
0.998611534,0.935140773,0.716302514,0.665832721,0.071413098,0.646447847,-0.029508114,-0.584898233,-0.052797365
0.524820204,0.99983839,0.608293036,0.256104335,0.425716765,0.409184036,-0.032225327,-0.82473667,-0.052739109
1,0.229365226,0.373674073,-0.083759498,-0.41840526,0.088363517,-0.031081438,-0.628602378,-0.053062631
0.999983575,0.897947949,0.223051756,0.095647413,0.965802136,0.613146359,-0.032616765,-1.004269013,-0.047278843
0.991926649,0.861870301,0.333045692,0.206153559,0.95661814,0.131256695,-0.032026157,-0.702708791,-0.053150839
1,0.999253355,0.828209342,0.820018863,0.193950217,1,-0.032182894,2.177948117,-0.05435186
0.945742098,1,0.159803105,0.112307353,0.999605114,0.177413163,-0.033479366,-0.895188943,-0.051914292
0.866201645,0.492462755,-0.424563497,-0.021579915,0.696699534,0.721424837,-0.031864486,-0.66571054,-0.053685365
0.999951342,0.996445685,-0.43991981,-0.436383102,0.506392869,0.489914671,-0.032829746,-0.029340185,-0.054096173
1,0.868837506,0.464998143,0.414815369,0.588784922,0.912123716,-0.032353782,1.456887485,-0.054315826
1,1,0.776766494,0.77676575,0.754592019,0.198749085,-0.031149101,-0.397901087,-0.053572843
1,0.963728727,0.510848928,0.455337272,0.408130585,-0.087598296,-0.032739094,-1.025288245,-0.043951104
1,0.887299823,-0.15097214,-0.221831051,0.760463306,0.460586776,-0.032809333,-0.750872674,-0.053155955
0.892339924,0.871594238,0.795446108,0.551821784,0.553255389,0.772172779,-0.03129428,-0.281899913,-0.053587143
0.99999826,1,0.892545452,0.892692522,0.95967902,0.654702625,-0.032891415,0.109742707,-0.054151547
0.948004697,0.999525051,0.529232152,0.500563269,0.966060408,-0.189248221,-0.032866288,-1.050162067,-0.027034659
0.999977816,0.583596373,0.096592046,-0.498561772,0.786736185,0.384958669,-0.032174696,-0.858505317,-0.052090389
0.983663527,0.981354014,0,0,0.913076153,0.933256981,-0.033156969,0.307511563,-0.054213175
0.999903229,0.974375176,-0.089532706,-0.178874237,0.80450397,0.92230307,-0.03276043,-0.018119423,-0.054092446
0.999999845,0.537592692,0.14481035,-0.052119691,0.87765719,0.451394812,-0.032645607,-0.590968071,-0.053568948
0.998898198,0.690276949,-0.181212919,-0.273223811,0.764856413,0.328240986,-0.033645036,-0.701366254,-0.053622085
0.985590625,0.9972557,0.748209623,0.657246402,0.797986268,0.035015692,-0.033716249,-1.030715047,-0.043288124
0.812003763,0.197821093,-0.324095237,-0.327845706,0.326995583,-0.348182442,-0.031031563,-0.612744061,-0.053295893
0.98128597,0.877496338,0.806062129,0.526479322,0.591965252,0.368155617,-0.029318904,-0.958205249,-0.046356642
0.857178861,0.761242998,-0.420156018,-0.515217761,0.598231817,0.854968884,-0.031824653,1.130709475,-0.054339371
0.994240908,0.399665252,-0.421344735,0.104218429,0.998356979,0.699614362,-0.03256603,-0.704801686,-0.053217888
0.831580961,0.999890925,0.166075218,0.214870848,0.504873035,0.537256401,-0.033568036,-0.133056344,-0.054106848
0.998185366,0.944045945,0.493963782,0.433885372,0.641236605,0.948594645,-0.032630238,2.013390612,-0.054358137
0.947064165,0.999255643,0.064035057,0.231109393,0.480491658,0.976126398,-0.033079886,1.982073234,-0.054350601
0.99974152,0.970659177,-0.283089519,-0.360173699,0.568142043,0.427930289,-0.032611126,0.398745285,-0.054198817
0.999975998,1,0.14716825,0.145616074,0.927652787,0.961650244,-0.032626746,1.727318222,-0.054344036
-0.312219463,0.993685553,0.546495834,-0.083315949,0.317601558,0.633744633,-0.009159586,-0.790954592,-0.052700264
0.894186649,0.924804549,0.483058439,0.370642723,0.974470661,0.901927482,-0.032772289,0.117397023,-0.054099304
0.982822952,0.917268894,0.457295983,0.380243072,0.64018217,0.986439802,-0.031047209,2.065827826,-0.054335991
1,0.455272272,0.207767889,-0.062980049,0.727870335,0.434849985,-0.032497398,-0.843662551,-0.052426693
1,1,0.024600131,0.024598249,0.059408869,0.471280959,-0.032402089,-0.962985578,-0.049918669
0.993507235,0.921689614,0.99714357,0.928367848,0.594733638,0.635592068,-0.031482145,0.184251906,-0.053995139
0.999946692,0.995080435,-0.222985394,-0.259611766,0.897454217,0.149089318,-0.032774273,0.540399568,-0.054238266
0.948915589,0.965324358,0.506253215,0.519802524,0.7929808,0.798961874,-0.03300971,0.731087479,-0.054269836
1,0.998895123,0.776039182,0.758288205,0.8398063,0.423979884,-0.031276392,-0.501352087,-0.053428821
0.901080556,0.431261067,0.480171482,0.046497462,0.820986049,0.839478126,-0.032150152,0.180662505,-0.054101478
0.996060412,0.715406499,0.171091875,-0.095798226,0.695723701,0.569866352,-0.031017744,0.068390011,-0.053919942
0.999999678,0.628777751,0.71655774,0.443687552,0.319393417,0.422720051,-0.030520937,-0.703878287,-0.052578383
0.999750064,0.199425559,-0.402888842,0.478405018,0.938000386,0.564848863,-0.032674868,-0.124884883,-0.054034903
0.779734511,0.999075079,0.179599076,0.285772131,0.959242486,0.123782411,-0.032885366,-0.934865356,-0.050816268
1,0.946959055,0,0,0.738604841,0.293427115,-0.032689853,-0.913417457,-0.051628723
0.991486594,0.711828052,0.106570289,-0.075986859,0.086856064,-0.041565938,-0.03212622,-0.910267549,-0.051137704
0.965271364,0.905817135,0.594228973,0.429725304,0.08826941,0.890336033,-0.031990886,0.71660478,-0.054194538
0.999999999,1,0.103332757,0.103334558,-0.202757147,0.773134494,-0.032023825,-0.269869324,-0.05385374
0.999056074,0.908211648,-0.239534436,-0.417563501,0.817155541,0.576129052,-0.032708413,-0.964398751,-0.050199539
1,0.962770418,-0.377538822,-0.41932149,0.862902499,0.466009923,-0.032867368,-1.01108614,-0.046934852
0.999232553,0.855572869,0.429757289,0.232039453,0.500074136,0.872633762,-0.032842394,-0.381562478,-0.053886411
1,-0.006008824,0.605053281,0.160138067,0.447598537,0.152109867,-0.030398124,-0.764609962,-0.052142326
0.897165673,0.973910129,0.124157284,0.024682497,-0.253105662,0.970803645,-0.03068171,1.419544597,-0.054193996
0.647671098,0.996547579,0.086437417,-0.015369707,0.832802777,-0.209164096,-0.031654826,-1.065587759,0.566368069
1,0.96396274,-0.417309045,-0.497534516,0.999510203,0.251531972,-0.032731591,-0.990763387,-0.048753947
0.974681685,0.99480782,0.557418555,0.530179814,0.273089852,0.968274965,-0.032593534,1.593592673,-0.054370156
0.923443718,0.607045999,0.257076064,0.509499425,0.715118612,0.773417114,-0.032364129,-0.461780503,-0.053755686
0.999530391,0.948507946,0.277922194,0.200642039,0.495299337,0.458530063,-0.031991614,-0.717792095,-0.053035219
1,0.940540741,0.745271544,0.682688361,0.614922357,-0.128456524,-0.03300053,-1.063543462,0.084172754
0.999195516,0.441214214,0.37872708,-0.170753111,0.978999784,0.77461462,-0.032214922,-0.634484662,-0.053343467
0.990779484,0.999022741,-0.743152886,-0.792628348,0.848453521,0.894656855,-0.033176928,0.460461607,-0.054246917
1,0.99887723,-0.232468038,-0.247010854,0.966363384,-0.001468732,-0.032736427,-1.063389959,0.087502105
0.999999995,0.653826551,-0.40749694,-0.302138214,0.703836932,0.74250027,-0.032869716,-1.011227159,-0.046920297
0.937189887,0.998131198,-0.289856942,-0.579921775,-0.099783949,0.999546534,-0.033257964,2.126932621,-0.054385054
0.979982818,1,-0.089506301,-0.03387129,0.837976678,0.506224961,-0.03383599,-0.72033607,-0.053324076
0.999960609,1,-0.179317308,-0.18804113,0.738666795,0.370161716,-0.03311354,-0.860971132,-0.052605991
1,1,-0.231188413,-0.231187816,0.971862804,0.485946222,-0.032750641,0.131196945,-0.054144581
0.995405889,0.995102465,0.606207244,0.60384306,0.952834796,0.70692398,-0.031355796,-0.609094068,-0.05318053
0.989349536,0.943211001,0.285772871,0.213871517,0.99994973,0.869723507,-0.032384254,-0.785601028,-0.052925554
0.918592751,0.946053788,0.73819191,0.521794352,0.533803018,0.740635126,-0.032028729,-0.359021787,-0.053673863
0.968343382,-0.173444994,-0.144604619,-0.304801715,0.36772341,0.362130652,-0.032192535,-0.528898056,-0.053430328
0.999998188,0.144870947,0.553768631,-0.022370352,0.820203763,-0.058125083,-0.032475062,-0.86083727,-0.052230305
1,0.999613381,0,0,-0.196621342,0.998893197,-0.033182358,2.136006488,-0.05438704
0.999999379,1,0.674936353,0.675138574,0.814091315,0.471592295,-0.032552566,-0.761942701,-0.053006099
0.937370803,0.973875593,0.248096079,0.199325403,0.684365154,0.854222154,-0.032545949,0.677892354,-0.05424105
0.99865224,0.985644693,0.793713188,0.729068826,0.940102005,0.88147503,-0.033190653,-0.448429266,-0.053875413
0.989303372,0.99310064,0.077756085,0.004369596,0.991282913,-0.306989089,-0.032765217,-1.047515065,-0.030781371
-0.009317187,0.998839626,0.389204297,0.04730022,0.721617689,0.994126723,-0.030923593,1.934927897,-0.054341848
0.996073933,-0.291742386,0.568117751,-0.313115436,0.894797012,0.132003261,-0.032515398,-0.794574546,-0.052754278
1,0.700344265,0,0,0.978780714,0.571067089,-0.032763121,-1.031773939,-0.042059605
0.979083837,0.945472826,0.176845244,0.223497495,0.749527641,0.803722669,-0.033201496,0.107838961,-0.054163274
0.999788776,0.993806772,0.42992421,0.461279206,0.670733497,0.834341022,-0.032413696,1.630889155,-0.054329952
0.999819754,0.994015786,0.775798924,0.776221376,0.470340981,0.354828482,-0.032151304,-0.390765703,-0.05375803
0.997549085,0.996530934,-0.143601024,-0.167642033,0.201178978,0.479151583,-0.032983559,-0.744718754,-0.053259516
0.799551403,0.988265018,-0.059612619,-0.255839725,0.604621211,0.959060833,-0.033187912,1.808248459,-0.054352876
0.999965345,0.999210518,0,0,0.690208692,0.35137268,-0.032828636,-0.996682264,-0.048427147
0.999899241,0.998223733,0.153866535,0.150193778,0.826431704,0.915939949,-0.032525803,1.473627696,-0.054324227
0.994160176,0.999562862,-0.043191015,-0.136676583,0.668322464,0.242474624,-0.03244326,-0.944543631,-0.050617474
0.974868622,0.997786371,-0.215511226,-0.111717165,0.871360297,0.998894357,-0.033082006,1.968234346,-0.05433956
0.999644081,0.952078713,-0.487173035,-0.647487014,0.884154783,0.313260721,-0.031743774,-0.378982758,-0.053696429
0.991803188,1,0.088921801,0.061814116,0.655782279,-0.491595743,-0.031804475,-1.027997509,-0.040341353
0.884509547,0.845016828,0.425812412,0.208316393,0.8420547,0.905950244,-0.031345495,1.347763401,-0.054293142
0.999224766,0.97709946,0.400098498,0.401105587,0.780803523,-0.035663942,-0.033235268,-0.91418219,-0.052022042
0.994518239,0.433385554,-0.187022696,-0.041922335,0.195843487,0.913437679,-0.031895059,1.569152048,-0.054301209
0.993810412,0.997353977,0.587426927,0.609684288,-0.248848311,0.999043099,-0.032536372,2.127981824,-0.054360879
0.275310027,0.955128512,0.881384086,0.064600321,0.19484409,0.851714852,-0.010118336,-0.008581716,-0.054020438
0.917123743,0.473461439,0.609352995,0.067689117,-0.139823005,0.337500026,-0.03280854,0.259046951,-0.054165932
0.999337143,0.998773414,0.827146373,0.811192203,0.505049132,0.711066358,-0.031976097,-0.17178376,-0.053913657
