Seller ID, Buyer ID, Amount
89492,66057,16
122518,66057,5
7184,66277,8
95077,66480,20
95598,66603,15
103985,66680,25
164822,66862,24
2134,67266,309
47030,67266,147
19886,67272,39
52725,67274,144
50777,67328,8
158238,67328,28
162424,67328,529
116993,67358,12
707,67879,45
183852,68040,20
137272,68598,15
140780,68784,7
43761,68949,20
71421,68949,91
17506,69138,15
81932,69138,7
167470,69677,6
49322,69700,6
149440,69700,12
141865,69794,5
40730,70475,35
20311,71364,22
20433,71364,9
105513,71725,329
7199,72044,582
28498,72409,15
17622,72932,721
35604,72978,8
216662,73183,36
10491,73436,12
79552,73705,21
161980,73705,11
97185,73798,45
185866,73969,14
15553,74434,34
19976,74442,6
107120,74442,17
45765,74644,33
75422,74761,74
182106,74766,10
93699,74959,8
123596,74971,133
52725,75019,12
186595,75534,5
80157,75553,39
17476,75596,436
35950,75683,15
35743,75725,9
41292,75725,353
3771,75793,5
75553,75919,16
77580,76023,14
124788,76095,8
254950,76220,9
167470,76486,21
15200,76647,71
184792,77199,14
121276,77240,5
47030,77419,70
157074,77492,13
70652,77902,16
55716,77924,17
63361,78095,145
26673,78255,50
216662,78699,11
223268,78717,18
13943,78862,9
14432,78960,18
13513,79019,354
212338,79045,7
156701,79552,48
2070,79627,36
161622,79938,10
103127,79950,24
136156,79950,189
124253,79963,8
110815,80242,8
141851,80337,23
68781,80784,18
97846,80888,74
99559,80919,8
158238,80982,25
59584,81011,5
90422,81127,14
84419,81804,38
164346,81931,7
2751,82026,875
29282,82026,72
94739,82026,35
101305,82167,43
31713,82277,13
225377,82330,6
9902,82568,7
16259,43162,881
167179,43162,21
38794,43462,374
78959,43462,7
9890,43682,12
45056,43682,40
75726,43748,8
90461,43761,202
116874,43761,53
144874,43838,5
47030,43917,28
129127,44035,10
98653,44216,18
94131,44234,5
87360,44440,8
45037,44566,422
246778,44566,473
97394,44933,10
17476,44995,8
41231,45015,9
250931,45015,80
74959,45073,11
83711,45154,34
149149,45154,9
52857,45304,208
55716,45501,13
96317,45827,13
33097,45902,18
45409,45974,320
93166,46164,5
600,46174,19
156466,46279,67
21673,46288,70
80157,46660,5
55827,47004,5
96340,47004,212
124999,47004,1912
136763,47004,5
137492,47004,110
212457,47004,44
12684,47030,110
19487,47030,53
40730,47030,299
166243,47030,75
174745,47030,1361
215728,47481,17
78862,47585,9
8047,48502,7
129891,48580,11
170476,48794,141
177250,48890,92
14138,49189,482
43745,49189,21
75125,49189,13
87846,49189,7
140374,49189,167
19417,49366,20
87801,49382,11
67328,49419,8
227459,49746,9
46107,49896,14
83711,50259,6
204619,50402,14
89794,50425,5
85293,50462,5
19976,50609,35
87317,50762,46
145150,50762,23
26444,50763,629
41292,50763,33
47004,50764,622
115828,50764,16
63361,50777,216
24424,50780,9
2134,50789,18
45304,50789,50
97862,50789,38
2415,50824,12
134857,51561,10
126630,51581,10
72044,51593,12
2134,51632,45
29144,51632,38
47004,51632,1297
93917,51632,41
63065,52342,5
52725,52578,50
50609,52725,31
212246,52725,132
158264,52812,13
151267,52813,57
96317,52856,6
127273,52856,36
63810,52871,27
12647,52883,36
183342,53072,7
2070,53134,6
50259,53134,30
29991,53719,49
179556,54485,7
118693,54573,25
149945,54573,191
210575,54824,11
7921,55278,212
29991,55536,13
117584,55536,13
8441,55739,7
139142,55763,114
72455,55932,6
155966,55933,22
123687,56032,7
110815,56166,20
46107,57214,12
34035,57634,11
22135,57645,9
98256,58074,21
103442,58707,24
29189,59106,242
96317,59106,2056
3442,59268,14
13513,59482,8
115516,59574,39
114627,59938,9
148354,60200,122
223651,60212,73
1442,60248,126
19976,60369,12
237752,60492,10
135664,60515,15
137711,60515,37
182631,60530,5
162884,61616,9
87082,61828,71
2072,62216,8
3341,62216,5
239403,62216,7
13548,62717,130
67589,62717,238
145980,62781,13
232862,62905,15
236090,62961,6
16765,63281,18
211714,63356,8
15159,63679,6
45957,64557,5
137596,45974,7
97743,46164,17
2070,46279,48
207759,46302,24
100912,46660,6
13439,46692,5
40670,46692,12
2132,46741,787
4935,47004,1103
19886,47004,14
150585,47004,6
193884,47004,182
8853,47030,51
58149,47030,28
131834,47030,20
81932,47033,12
89470,47233,15
46107,47309,56
19417,47438,72
115853,47481,12
159060,47599,21
6941,48035,7
129622,48193,20
76468,48445,5
52725,48852,22
24369,48890,42
97862,48986,23
6941,49189,56
41762,49201,31
1761,49240,14
63116,49240,11
29282,49322,43
40411,49746,17
85293,50071,9
64818,50192,10
6941,50243,43
47004,50548,51
222926,50576,6
15793,50578,5
24424,50626,8
44489,50626,29
183984,50739,26
18216,50762,11
146219,50763,40
59106,50777,18
207759,50778,12
14429,50786,35
19487,50786,13
127273,50789,8
208805,50789,17
50778,50791,117
17625,50824,14
166243,51110,39
90461,51203,9
199098,51321,11
66594,51451,16
89901,51561,102
38914,51581,5
170754,51581,17
93719,51607,13
123559,51607,108
50777,51632,5
123284,51632,21
169301,51632,34
112989,52399,62
81932,52578,5
149440,52725,17
75125,52856,273
124929,52871,204
232862,53072,5
87360,53294,15
72196,53400,9
99756,53409,6
133462,54024,21
109414,54098,7
243426,54098,5
6722,54103,15
219046,54747,12
52725,54786,8
47004,55278,9
106114,55536,31
111245,55536,30
88954,55716,30
59106,55739,102
241842,55769,9
43810,55933,5
97999,56031,45
8441,56462,97
126443,57413,64
114096,57522,19
57586,57562,430
112848,57645,5
67253,57667,22
24369,58149,34
707,58150,257
51632,58150,184
62037,58912,9
64319,58912,47
45304,59106,43
102947,59106,8
6941,59200,14
6941,59268,6
50609,59375,42
150143,59381,30
134414,59435,1756
100649,59594,6
19417,59973,9
114474,60070,25
79963,60247,40
15503,60492,30
78038,60515,8
183666,60515,12
25537,60530,87
25714,60530,23
84025,60530,12
224367,60530,23
40537,61087,7
55716,61221,8
16891,61828,11
27160,62084,9
34628,62090,8
222737,63290,29
6941,63361,156
18216,63361,427
111245,63361,9
40730,63393,25
9354,63412,532
50925,63679,18
78948,64289,7
61077,64423,13
158061,64675,8
186456,64904,10
14429,65158,73
19487,65158,332
25524,65158,34
90461,65158,11
187482,65552,32
60515,65992,17
25674,66035,52
83103,66243,19
110790,66662,8
91887,67151,68
47004,67243,28
13548,67253,9
145731,67272,159
63642,50413,13
206693,50459,16
96406,50548,36
157195,50664,5
51632,50762,50
85006,50762,7
36449,50763,30
8441,50777,8
96317,50777,47
117584,50778,9
12647,50780,7
129231,50780,14
149440,50786,14
80197,50789,43
81634,50789,54
125783,50917,8
123725,51025,22
49322,51110,14
93962,51110,20
9953,51387,34
69039,51387,7
103040,51387,9
152340,51581,6
123995,51593,9
190352,51593,12
8441,51632,9
4678,52118,33
65011,52399,12
7199,52725,188
14429,52725,57
218895,52725,47
21762,52856,6
97287,52883,8
139142,53378,65
37989,53400,39
43047,53400,22
40730,53415,35
52725,53415,45
96616,53599,915
91887,53712,36
69039,54024,481
38914,54103,10
51632,54103,249
201426,54103,7
201957,55486,8
90391,55562,5
13513,55667,19
117205,55707,33
15869,55716,189
120213,55720,5
2134,55739,83
96317,55739,167
9902,55933,17
52643,55933,20
105466,55933,46
180755,55933,35
116874,56425,9
50777,56462,55
117584,56462,60
169748,57413,12
57562,57586,12
128413,57596,6
11382,57661,22
147386,57661,15
83711,58149,32
183841,58251,93
30598,58707,5
15503,59106,92
19240,59106,38
19487,59106,167
83103,59106,162
67132,59147,105
184951,59381,24
97287,59482,10
239573,59482,8
148354,59563,9
87087,59578,23
220971,60042,12
2975,60457,26
13482,60492,5
40411,60492,111
122254,60515,17
79963,60530,6
9316,60600,5
97862,61172,22
170476,61616,9
175415,62216,23
2099,62741,10
105047,62905,11
10652,63062,8
154378,63110,74
37826,63642,31
173531,63642,31
38423,64348,8
119205,64372,6
15159,64720,8
20342,64720,9
45304,65158,59
20507,65184,5
26148,65890,17
66035,66057,6
7199,67101,320
14136,67101,108
67992,67243,1326
207818,67251,14
145008,67253,25
14136,67266,22
12647,67274,6
29991,67328,79
36342,67665,8104
43047,68040,11
97862,68342,222
95234,68575,7
15869,68598,107
45987,68924,11
84030,68924,14
236957,68924,6
29991,68949,30
142827,69039,7
159060,69138,66
46107,69504,7
212482,69599,7
6941,69677,25
25663,69937,13
205837,69937,9
137002,70475,5
65158,71370,10
49189,71725,15
56605,71925,5
103040,71925,11
155777,71925,7
31608,72004,30
148354,72196,7
43162,72455,47
59584,72489,27
17476,72525,62
4848,72557,11
160821,72998,6
240335,72998,26
27850,73085,20
50762,73085,9
128722,73085,5
87360,73314,86
12640,73646,19
50763,73665,17
101079,44230,10
118693,44234,6
176056,44234,8
88919,44440,6
157295,44619,6
250931,44619,5
87846,44624,10
18423,44627,23878
15159,44674,9
77492,45015,15
119804,45056,5
64720,45115,8
6941,45304,6002
14900,45304,23
18216,45304,189
29189,45304,79
117584,45304,238
210555,45304,10
9403,45398,7
6941,45402,14
15869,45409,65
56462,45435,84
87317,45435,6
88954,45829,10
218812,45860,5
113502,45963,15
70652,46231,53
104103,46231,19
157123,46281,10
5418,46388,28
131648,46388,7
108045,46619,5
185988,46692,13
158264,46817,15
9316,47004,2919
12684,47004,156
13529,47004,8
68784,47004,12
70352,47004,553
80483,47004,31
165922,47004,1370
80343,47030,5
83229,47030,173
124999,47030,515
196930,47030,424
29189,47057,20
90391,47599,9
27850,48057,30
90422,48174,7
85598,48445,16
157111,48502,18
19976,48852,12
47030,48852,56
14805,48890,28
33068,49189,126
125211,49189,39
12640,49219,11
47004,49237,44
233071,49237,9
45304,49240,18
65158,49419,51
203703,49622,14
40537,49782,6
97283,50071,13
176852,50088,14
45154,50167,8
184346,50167,8
27160,50243,5
139942,50459,7
78038,50763,12
43761,50764,49
63361,50764,46
89561,50764,26
184954,50764,25
83103,50777,77
50777,50789,145
75125,50789,49
184792,50789,9
17476,50922,7
120993,50922,9
213188,51197,7
12599,51387,11
134857,51387,28
35985,51581,8
103985,51593,10
28498,51607,13
90422,51765,22
2070,52423,6
226821,52515,11
149149,52578,7
231171,52701,5
2134,52725,126
6722,52725,77
55716,52725,55
102042,52725,18
108192,52725,5
93917,52806,14
194922,52812,7
203822,52813,53
52857,52856,90
97862,52857,18
31713,52883,7
123894,53113,12
232862,53281,29
2898,53378,5
59106,53411,6
47004,53415,28
69700,53536,6
107120,53536,8
72196,53575,56
26802,54024,255
80056,54024,124
9058,54098,13
28624,54174,7
40828,54485,6
225267,55037,18
27000,55053,38
69794,55054,6
31713,55572,50
47004,55572,28
8441,55667,130
6963,55716,13
17506,55716,149
101737,55716,42
4678,55720,214
199430,55720,9
15503,55739,36
19487,55739,81
126442,55739,34
14429,56462,131
52725,57118,67
128428,57441,23
27850,57634,19
166209,57645,6
63361,58150,62
15180,59054,318
42295,59054,918
6941,59106,5
18216,59106,14
17506,59375,9
31713,59482,15
15869,59568,64
41480,59568,8
97846,60042,34
117205,60130,16
2070,41563,13
163997,41764,19
145150,42072,17
223611,42072,190
40730,42157,127
42359,42157,192
85940,42193,12
47209,42335,101
31713,42359,64
127273,43162,23
129891,43162,5
113992,43343,7
149945,43343,33
93324,43438,10
19417,43675,156
126630,43682,54
29991,43761,7
56462,43761,15
91887,43833,135
12520,44008,24
140780,44035,17
231171,44134,93
180755,44216,135
229341,44225,5
127578,44234,6
4678,44307,11
81932,44619,65
18211,44933,1579
66926,44964,8
41508,44995,36
71725,45015,58
20485,45037,153
21566,45056,13
25663,45056,347
151234,45056,118
26646,45338,7
50777,45435,12
90461,45435,14
23000,45443,12
91955,45762,5
99132,45827,10
47004,45848,45
52496,45964,22
156947,45974,5
109988,46012,16
7199,46164,828
4935,46231,28
3630,46692,62
29189,47004,23
88480,47004,29
101285,47004,13
106044,47004,8
108579,47004,11
125211,47004,392
146200,47004,22
51622,47030,77
14915,47067,8
129008,47837,10
126757,48127,9
4678,48162,7
217528,48215,41
15869,48530,17
51632,48852,11
83103,48852,11
90461,48852,13
2538,49189,5
165922,49189,65
225377,49189,33
12520,49322,336
22886,49322,92
35786,49782,20
2415,49886,14
39516,50368,6
52725,50402,58
11141,50462,8
66897,50548,14
86916,50626,22
47004,50762,12
177941,50762,7
120380,50763,188
126106,50763,16
127273,50786,63
87317,50789,90
18216,50807,158
184792,51110,5
142827,51387,9
29790,51607,431
61383,51607,6
20311,51632,1593
138701,51632,124
96317,52454,9
45154,52496,104
124722,52504,10
215612,52504,6
43810,52643,5
45902,52650,5
49189,52725,27
52856,52857,25
131272,53409,27
96616,53411,10
123020,53411,179
20507,53415,20
254216,53415,16
17698,53510,10
15503,54103,100
12640,54573,39
109545,55486,27
52856,55695,30
70652,55695,23
15503,55716,25
52725,55716,726
83711,55716,467
52725,55720,8
85651,55720,14
127273,55739,23
91887,55933,5
105457,55933,33
43761,56425,108
6941,56462,738
18216,56462,112
45304,56462,81
96317,56462,6
50763,56907,9
2070,57505,15
20718,57522,116
232555,57522,22
20718,57645,10
20433,58150,29
87317,58150,36
137002,58912,37
12647,59106,470
24407,59106,114
209432,59482,6
83103,59578,43
19886,60042,219
19471,60212,5
15102,60492,121
20169,60492,20
170476,60492,248
50763,60515,11
75726,60530,9
126630,60530,16
143159,60530,5
75019,60714,7
185047,60975,8
27700,30429,847
20342,30929,32
15869,31496,203
105029,31496,26
48849,31646,16
47030,31713,42
91114,31713,48
72589,31718,6
131648,31905,8
39218,32033,10
124681,32033,31
19976,32280,12
24348,32335,281
134414,32693,241
109061,32735,13
237431,32735,9
250155,32735,14
19487,33068,44
51387,33068,312
73120,33068,43
13548,33073,235
33125,33143,441
97743,33143,21
45304,33319,16
53861,33319,6
21673,34149,28
79019,34842,7
13860,34893,62
156763,34893,10
140780,34931,6
38696,34985,42
6729,35133,29
87317,35133,197
209676,35143,187
52725,35151,12
45649,35319,6
66594,35406,7
96317,35604,128
83103,36194,12
17509,36336,281
44570,36352,5
99559,36449,9
19069,36462,38
93835,37079,7
82903,37619,539
193000,37619,72
116524,37826,62
1653,38756,9
221766,38794,9
71725,38835,135
234658,38886,17
27000,38914,8
207759,38998,189
31713,39436,30
26637,39899,130
158264,40538,5
19976,40654,24
131102,40730,50
138701,40730,169
168597,40737,8
120377,40813,19
21656,40991,8
229202,40991,7
52725,41231,219
57661,41231,515
29168,41360,9
87317,41386,17
57661,41480,262
113914,41774,6
66594,42157,838
83103,42310,7
145034,43002,6
125762,43040,7
241842,43302,27
156171,43339,6
2070,43438,18
16658,43438,10
141663,43438,19
67328,43453,86
47004,43512,26
4678,43646,5
6941,43675,416
105466,43748,5
117584,43761,10
35086,43833,5
85561,43833,25
4555,44134,8
40918,44234,13
232862,44264,30
29144,44309,5
198558,44436,72
86916,44489,72
77492,44570,25
65158,45015,250
66594,45015,32
81627,45073,9
138701,45073,74
154976,45073,10
49746,45228,8
90461,45304,107
226821,45304,130
51632,45848,16
44022,45852,19
125150,45852,12
85521,46164,35
128214,46279,187
3711,47004,830
14138,47004,497
49189,47004,23
98664,47004,117
100470,47004,116
9316,47030,1685
101008,47030,6
118314,47030,35
165922,47030,49
36225,47067,7
10501,47233,86
17371,47233,6
236725,47470,34
2070,47481,9
140693,47481,16
88652,48162,7
19976,48492,44
43761,48515,52
4678,48740,145
14136,48852,30
91887,48852,120
184954,48869,24
2134,49189,453
6722,49189,418
52725,49219,27
9010,49240,220
10944,49240,16
131834,49240,36
93962,49322,8
53599,49372,83
109427,49419,6
131272,49419,35
100484,49622,5
21460,50031,28
97287,50259,18
12640,50548,61
33073,50626,25
89470,50626,6
6722,50762,50
6941,60212,8
29189,60212,9
46208,60248,9
26444,60515,390
96336,60515,85
137241,60515,165
152340,60530,14
248403,61077,36
10491,61283,44
18216,61616,6
41292,61616,7
90803,61665,38
163409,62216,6
235672,62216,187
62742,62741,8
25663,62757,5
170476,62762,34
25674,62849,17
124929,63057,7
61209,63062,9
7199,63316,5
82998,63356,6
58150,63361,14
183342,63526,6
232862,63526,27
45056,63679,52
55716,64574,8
20433,64959,38
51632,65158,275
13164,66381,6
217251,66381,26
122018,66613,13
52515,67151,12
50778,67328,170
29991,67589,284
72525,67589,8
12599,67665,191
20433,67665,14
69847,67879,13
10278,68342,20
195054,68755,84
94633,68802,35
113318,68949,128
134857,69039,43
45154,69138,9
4678,69458,16
21673,69556,7
15869,69677,248
77199,69700,18
240013,69700,21
11382,69937,173
122603,69956,213
35086,70498,11
94702,70498,82
139961,70652,22
209020,70652,10
243429,70652,31
83195,70702,46
33319,71046,11
52643,71133,11
52578,71370,52
60204,71714,12
3375,71921,44
86573,72103,44
77199,72491,20
20378,72932,67
19240,73085,98
123940,73131,11
77242,73372,22
221426,73378,12
189724,73618,30
20507,73831,275
137230,74442,19
200795,74442,12
93785,74720,28
41386,74766,15
131648,74766,11
63499,74965,32
144940,74971,8
45304,75125,5
83103,75292,18
197524,75292,12
125762,75553,7
63361,75683,57
10574,75690,9
97492,75690,58
164173,75806,27
213830,76118,5
600,76564,6
52327,77185,23
97185,77185,97
2415,77419,33
59106,77424,444
75806,77483,6
4989,77869,7
34035,77869,6
9198,77902,5
104103,77902,11
160879,77902,35
91195,77962,11
6722,78146,8
42907,78266,22
146481,78652,14
98653,78708,7
116524,78960,16
223651,79000,32
189332,79019,5
67289,79045,5
102149,79627,45
27850,79996,10
21673,80069,5
43748,80430,8
102931,80892,67
22214,80981,30
161980,80981,18
231171,80981,7
147131,81124,8
6941,81502,24
96317,81502,190
90422,81547,7
77199,81634,5
97846,81634,28
16462,81668,28
171687,82167,34
107480,82216,39
257281,82568,10
203750,82903,6
43761,83103,13
63361,83103,623
51387,83396,25
207818,83471,50
3442,84025,44
81083,84196,17
57586,84413,15
56462,84709,82
22412,84729,5
72196,84876,17
83108,84876,5
49322,84979,11
25524,85006,64
124788,85048,9
15503,85053,6
131272,85108,201
109427,85293,5
45354,85380,6
220066,44134,7
138900,44216,19
45649,44234,9
50626,44489,141
18423,44628,52908
67271,44995,6
138701,45015,45
9058,45056,8
47233,45056,119
99559,45115,21
52856,45304,93
97862,45304,47
47030,45409,522
50778,45435,7
105457,45827,5
123199,45848,56
73578,46120,198
75553,46660,9
58149,47004,41
87279,47004,7
242192,47004,5
19886,47030,14
16259,47209,5
170754,47209,5
25663,47233,120
82486,47599,19
75551,48057,25
67585,48445,126
116524,48445,20
206714,48453,6
9526,48502,71
4935,48515,30
226799,48569,5
210575,48794,14
15503,48852,15
67328,48978,32
14047,49189,950
19487,49322,45
170322,49372,12
16337,49377,17
140595,49956,26
55716,50167,12
100649,50243,25
67266,50402,31
96616,50402,264
50988,50459,8
214997,50626,6
81083,50705,8
50780,50739,28
85291,50762,224
127273,50762,8
35950,50763,11
43761,50778,47
83103,50778,106
101008,50780,8
49322,50786,107
26971,50791,5
29991,50791,6
83103,50791,95
126442,50807,178
154794,50807,8
15503,50824,45
95220,50827,16
21229,50922,5
47030,51025,6
47004,51042,7
146035,51110,61
111264,51203,16
7199,51632,36
14429,51632,8
127273,51632,9
158238,51632,183
8360,52177,7
165220,52327,8
40730,52454,8
19976,52578,1833
47004,52578,8
50259,52578,16
90391,52578,52
50925,52643,9
110790,52650,8
184015,52676,5
231220,52813,61
97862,52856,46
117584,52857,20
17108,52871,13
85651,52883,7
152340,53362,16
50777,53411,126
95234,53529,133
52515,53599,157
83103,53599,5
99756,53599,16
35086,53600,10
707,53712,28
103040,54103,72
235672,54174,59
46107,54573,9
91973,55195,23
6941,55716,20
228798,55720,14
137993,55883,10
97287,55932,7
209845,55932,29
59382,55933,9
115828,56462,29
7199,56595,131
121832,56667,1603
90519,57413,6
232164,57516,7
78948,58149,36
171687,58149,6
7164,58150,11
127273,58150,21
233041,58150,5
53378,58251,30
27160,58296,8
2134,59106,21
40730,59106,37
52725,59106,74
55739,59106,15
56462,59106,112
87317,59106,59
167665,59147,9
12640,59480,6
15503,59482,9
15869,59482,187
19240,59482,8
19487,59482,42
75125,59482,14
9058,59630,24
31713,59970,19
156466,60212,14
35743,60413,44
22214,60492,5
125247,60515,32
38914,60530,23
50609,60571,44
74456,60904,221
89470,61077,54
109427,61828,21
12640,62037,6
55716,62084,442
600,62757,10
130901,62892,51
138668,71925,7
115573,72004,13
63361,72352,16
100912,72525,7
15503,72949,5
140780,72998,21
185898,73085,11
226821,73085,274
80928,73131,23
124397,73372,15
29282,73386,412
85598,73386,12
7199,73578,113
6941,73618,15
2132,73871,27
14429,73871,5
21762,74058,13
18216,74168,16
10491,74388,21
117635,74434,13
171094,74434,25
67266,74542,35
46231,74644,5
5418,74720,46
8441,74924,22
154794,74971,9
173714,74971,7
209432,74971,26
50777,75125,35
117584,75125,13
93086,75893,7
100912,75919,12
199098,76118,13
115573,76591,5
164535,76646,11
182410,77121,7
89901,77183,9
89952,77185,203
95980,77185,13
12520,77199,13
119087,77199,15
17700,77238,97
16889,77580,16
127039,77580,5
223328,77617,5
129226,77868,10
240909,77956,6
87317,77962,68
123596,78038,27
154348,78652,10
72196,78839,21
119067,78843,6
161980,78862,12
186456,78862,12
41292,78974,5
198558,79019,28
153826,79996,7
240456,79996,10
24369,80056,50
14138,80197,8
124373,80784,34
184792,80784,406
96374,80892,15
99132,80981,53
123848,81124,7
154357,81471,16
79552,81627,29
6941,81667,11
123020,81931,13
109414,81978,5
127926,82026,6
234147,82026,9
132181,82167,121
45304,83103,49
58150,83103,40
67328,83103,5
97862,83103,12
115828,83103,6
154794,83195,7
161457,83195,6
193444,83219,19
29144,83337,28
137809,83418,9
31713,83529,15
99134,83756,5
99088,83910,7
27209,84025,11
53400,84043,7
185898,84331,10
226821,84331,127
90422,84419,6
104103,84632,6
232862,84646,6
26501,84876,15
67328,85039,31
91459,85048,6
193121,85094,9
250545,85521,5
170476,85545,5
170476,85588,7
184954,85699,46
55716,85860,11
73204,85899,11
35133,85940,43
99756,86318,67
43162,86412,131
240941,86412,128
72196,86659,31
207759,86681,25
184792,86707,26
105457,86891,6
123596,86891,17
199098,87068,7
232862,87211,17
8441,87317,36
12599,87317,11
96317,87317,44
123596,87359,11
13513,87566,9
79963,87566,5
126442,87963,19
63361,88128,585
160319,88281,6
40875,88307,21
13548,88445,64
75125,88480,390
245016,89250,19
41292,89470,19
123596,89470,13
126723,89470,64
25663,89561,14
63361,89561,59
90461,89561,66
63361,89711,151
90461,89711,104
51387,89901,21
51561,89901,9
9403,90369,7
15503,90422,852
52725,90422,42
56462,90422,472
83103,90422,11
85940,90422,10
1193,90435,6
145650,90461,20
147386,45764,6
240744,45848,30
3771,45860,7
257308,45964,10
65158,46055,6
53495,46146,10
231131,46164,5
66926,46279,187
20734,46692,1087
35319,46692,11
68808,46692,7
161108,46692,5
20433,47004,25
133553,47004,23
140069,47004,184
3771,47030,165
22886,47030,29
143297,47030,224
170420,47030,617
122603,47057,5
101642,47086,118
124397,47378,9
148354,47475,16
149149,47599,37
110790,48008,149
95002,48162,50
50609,48492,153
18216,48515,5
141833,48794,5
2751,48890,165
2673,49189,100
44008,49189,63
112062,49189,13
135213,49189,16
177027,49189,33
142827,49240,96
247264,49240,60
118693,49377,26
19976,50259,125
57661,50259,9
25674,50548,6
202368,50578,5
1653,50626,25
40411,50626,25
24777,50739,35
45304,50762,113
50789,50762,5
91308,50762,30
93962,50762,7
600,50763,80
63361,50763,108
163409,50764,6
15503,50777,115
93075,50780,27
6941,50789,76
18216,50789,5
207759,50791,12
2134,50807,5
6722,50807,45
198951,50922,10
80846,51223,6
47030,51387,6
6941,51632,58
18216,51632,8
20507,51632,1446
49189,51632,1250
96317,51632,127
97846,51632,18
126442,51632,18
9403,52366,6
139400,52399,49
8441,52454,6
196504,52701,14
15068,52725,5
47004,52725,1197
50259,52725,9
97846,52725,249
102041,52725,18
76591,52813,22
8441,52856,31
97862,53411,78
87317,53415,5
9403,53559,165
72455,53712,39
13958,54024,57
27636,54103,44
163985,55278,8
110790,55562,9
7199,55572,474
6941,55667,65
156171,55667,8
90391,55716,443
127273,55716,18
87360,55720,94
20433,56462,55
97862,56462,19
185413,56913,19
166360,57091,42
92409,57413,6
148354,57501,7
112546,57656,107
33068,58150,27
50789,58150,23
96317,58150,27
97846,58150,242
64372,58219,5
1442,58560,233
8441,59106,39
19417,59106,134
45154,59375,68
109576,59375,9
239403,59594,5
63393,60212,9
6941,60492,133
70695,60515,21
127817,60515,49
17476,60530,56
236090,60530,32
45154,60904,39
116874,61059,12
17614,61616,6
47481,62084,215
124788,62717,22
6941,62762,23
90254,62762,164
87317,63116,6
52399,63412,5
15503,63679,11
183852,63679,56
99233,64289,22
238561,64574,48
85293,64643,9
1442,64710,47
211663,64988,35
8441,65158,94
15503,65158,271
60042,65158,7
63361,65158,122
75125,65158,338
57645,66185,5
2102,66381,31
126445,66381,13
140780,66488,65
173531,66603,38
12640,66662,13
167470,67274,26
190624,67274,6
74456,67333,38
15869,67665,769
19487,67665,219
25663,67879,23
10574,67981,11
17371,68006,6
52857,68006,8
125839,68040,9
6941,68342,21
197004,68598,9
75726,68781,26
81978,68821,38
40730,69677,23
52725,69677,341
149600,69677,28
30349,69794,5
19530,69847,8
61206,69937,21
78177,70489,6
18216,70631,93
136068,70652,6
154936,70652,7
224728,70652,6
198784,70702,6
6941,71364,7
124403,71364,45
149149,71370,22
132460,71418,8
248565,71488,9
3771,71725,200
84761,71924,75
3771,71925,16
56698,71925,5
124547,72706,6
6729,73085,8
56462,73085,6
8853,73120,5
89492,73225,14
35086,73378,5
109414,73618,55
88652,73646,213
67101,73831,16
97862,74058,17
90461,74168,20
190624,74895,14
33073,74924,19
97862,74943,9
50402,74956,7
91887,74971,394
149440,74971,24
31713,75019,43
18216,75125,6
117635,75162,5
176696,75292,5
194922,75919,10
80197,75975,17
205837,76118,18
83103,77125,171
35604,77185,48
96340,77199,62
109545,77884,6
159101,77902,52
82167,77914,6
87576,77956,29
86412,78095,74
9010,78121,94
75015,78146,7
26444,78708,13
219010,78849,9
26444,79426,13
240484,79627,7
227038,80107,5
95289,80157,151
14136,80888,18
104596,80981,50
98653,81124,5
18216,81127,5
21544,81667,6
46208,81678,6
121276,81678,5
3442,81978,5
4935,82167,50
8245,82167,35
47004,82486,70
21544,82536,20
10423,82568,11
38756,83003,10
50777,83103,229
75125,83103,77
41508,83195,6
223627,83229,8
95399,84030,16
128722,84331,33
85860,84375,7
57562,84413,63
58150,84979,19
187045,84989,30
215617,85064,5
137809,85380,5
114817,85492,15
2134,85588,7
81634,85867,21
120057,85899,11
18216,85940,16
97862,85940,9
147131,86260,10
9010,86591,7
82998,86659,21
147244,86659,5
116524,86707,29
184934,87125,9
15503,87317,39
19487,87317,346
137738,87536,5
214695,87655,9
12640,87935,52
248403,88276,27
18216,88480,29
97862,88480,71
223328,88510,24
47004,88652,25
83711,88652,379
226799,88802,11
81932,89281,236
236957,89281,18
165922,89362,36
43761,89561,2029
82998,89586,6
43761,89711,130
12640,89804,5
176116,89804,451
40411,90254,220
50777,90254,18
123284,90422,296
10390,90461,139
232862,90509,9
236090,90751,7
20311,90768,1414
2196,90848,270
146693,90848,6
7164,91280,10
83103,91280,55
707,91374,9
5418,90482,256
67266,90768,61
55091,91093,10
125211,91114,32
91702,91195,10
235198,91375,9
164822,91414,24
26802,91584,14
14392,91702,498
120578,91791,33
1072,91887,14
100470,91955,9
96923,92047,9
19240,92065,25
40411,92266,8
226912,92281,9
218702,92503,8
109414,92649,5
73378,92822,9
5418,93086,59
143920,93166,19
90422,93225,16
91887,93316,6
74959,93699,60
120578,93863,10
105971,93968,5
2134,94301,13
170476,94301,1598
135015,94524,72
163997,94693,18
83103,94702,11
90461,94702,3145
109416,94702,13
128433,94739,14
248403,94739,17
55716,95002,17
74456,95002,24
14429,95077,6
40730,95077,53
52725,95077,51
145731,95344,5
123596,95954,45
50777,96317,61
158238,96317,22
207414,96317,469
207759,96616,8
114789,96715,5
41762,96929,5
120508,96935,6
210648,97727,8
